session,athlete-f6907443a4d4cb,,,,,,,,event-f14ad0c2f8f69d,,,,,session-fb2a3b57a58009,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,276.0,245.0,,,,,,,,,,,,,,
session,athlete-32e505b7ccb179,,,,,,,,event-f14ad0c2f8f69d,,,,,session-c751fc99ba6ada,2021-06-15,2021-06-15T12:00:00.000Z,9,ATH,ATH,180.0,240.0,,,,,,,,,,,285.0,,,
session,athlete-5b537724156d30,,,,,,,,event-f14ad0c2f8f69d,,,,,session-c6cc822a157d1a,2021-06-15,2021-06-15T12:00:00.000Z,9,ATH,ATH,249.0,140.0,,,,,,,,,,,300.0,,,
session,athlete-4af9f96c3abf66,,,,,,,,event-f14ad0c2f8f69d,,,,,session-b08bcace28dfba,2021-06-15,2021-06-15T12:00:00.000Z,8,ATH,ATH,170.0,185.0,,,,,,,,,,,255.0,,,
session,athlete-5bc60b5723ce4a,,,,,,,,event-f14ad0c2f8f69d,,,,,session-3b566199fe400a,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,189.0,185.0,,,,,,,,,,,300.0,,,
session,athlete-5bc60b5723ce4a,,,,,,,,event-f14ad0c2f8f69d,,,,,session-cd4c7998ef1e01,2021-06-15,2021-06-15T12:00:00.000Z,8,ATH,ATH,155.0,,,,,,,,,,,,205.0,,,
session,athlete-a619c9623992e6,,,,,,,,event-f14ad0c2f8f69d,,,,,session-c5930a2cfb6ce9,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,181.0,190.0,,,,,,,,,,,300.0,,,
session,athlete-4066879b367bf9,,,,,,,,event-f14ad0c2f8f69d,,,,,session-64ef7787a967dd,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,211.0,190.0,,,,,,,,,,,315.0,,,
session,athlete-cfec9f5f0a725c,,,,,,,,event-f14ad0c2f8f69d,,,,,session-e455cbb028a6dd,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,198.0,180.0,,,,,,,,,,,225.0,,,
session,athlete-644cbd5f3d0ee8,,,,,,,,event-f14ad0c2f8f69d,,,,,session-dc0a84dc5fac50,2021-06-15,2021-06-15T12:00:00.000Z,8,ATH,ATH,155.0,135.0,,,,,,,,,,,235.0,,,
session,athlete-b85969c84200ce,,,,,,,,event-f14ad0c2f8f69d,,,,,session-f127db4c93711c,2021-06-15,2021-06-15T12:00:00.000Z,10,ATH,ATH,188.0,240.0,,,,,,,,,,,300.0,,,
session,athlete-0f7e4b5825029c,,,,,,,,event-f14ad0c2f8f69d,,,,,session-0d75e1685ef28f,2021-06-15,2021-06-15T12:00:00.000Z,8,ATH,ATH,160.0,190.0,,,,,,,,,,,275.0,,,
